label;locationDescription;people;cellStrength;timeStampNetwork;latitudeNetwork;longitudeNetwork;timeStampGPS;latitudeGPS;longitudeGPS;nrSatellitesInView;nrSatellitesInFix;satellites;bluetoothDevices;wifiDevices
Indoor;Raummitte;keine;3;14:10:12;48.24212;14.2777463;14:10:12;48.242180000000005;14.277473333333335;45; 7.0;[{"constellation":"GPS","svid":20,"cn0":23.4},{"constellation":"GPS","svid":29,"cn0":22.2},{"constellation":"GPS","svid":16,"cn0":21.5},{"constellation":"GLONASS","svid":21,"cn0":21.3},{"constellation":"GLONASS","svid":5,"cn0":19.7},{"constellation":"BEIDOU","svid":8,"cn0":17.9},{"constellation":"GPS","svid":5,"cn0":15.6}];[{"rssi":-93,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-57,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-89,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-98,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-90,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-99,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-39,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-86,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-75,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-41,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-58,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-77,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-86,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-45,"majorClass":"Uncategorised","class":"Unknown Device Class"}];[{"SSID":"Liwest436C","level":-77},{"SSID":"LiwestB2F7-5G","level":-65},{"SSID":"Liwest4DE3-5G","level":-90},{"SSID":"UNDOK_00:22:61:39:b2:f6","level":-83},{"SSID":"Liwest4DE3","level":-84}]
Indoor;Raummitte;keine;3;14:10:12;48.24212;14.2777463;14:10:14;48.24212333333333;14.277476666666667;45; 7.0;[{"constellation":"GPS","svid":20,"cn0":23.3},{"constellation":"GPS","svid":29,"cn0":22},{"constellation":"GLONASS","svid":21,"cn0":21.3},{"constellation":"GLONASS","svid":5,"cn0":19.5},{"constellation":"BEIDOU","svid":8,"cn0":18.1},{"constellation":"GPS","svid":16,"cn0":15.8},{"constellation":"GPS","svid":5,"cn0":15.6}];[{"rssi":-93,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-57,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-89,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-98,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-90,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-99,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-39,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-86,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-75,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-41,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-58,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-77,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-86,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-45,"majorClass":"Uncategorised","class":"Unknown Device Class"}];[{"SSID":"Liwest436C","level":-77},{"SSID":"LiwestB2F7-5G","level":-65},{"SSID":"Liwest4DE3-5G","level":-90},{"SSID":"UNDOK_00:22:61:39:b2:f6","level":-83},{"SSID":"Liwest4DE3","level":-84}]
Indoor;Raummitte;keine;3;14:10:12;48.24212;14.2777463;14:10:18;48.242043333333335;14.277505;45; 7.0;[{"constellation":"GPS","svid":20,"cn0":28.9},{"constellation":"GLONASS","svid":21,"cn0":28.1},{"constellation":"GPS","svid":5,"cn0":21.5},{"constellation":"GLONASS","svid":5,"cn0":19.2},{"constellation":"BEIDOU","svid":8,"cn0":18.2},{"constellation":"GPS","svid":29,"cn0":16.6},{"constellation":"GPS","svid":16,"cn0":15.9}];[{"rssi":-93,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-57,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-89,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-98,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-90,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-99,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-39,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-86,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-75,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-41,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-58,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-77,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-86,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-45,"majorClass":"Uncategorised","class":"Unknown Device Class"}];[{"SSID":"Liwest436C","level":-77},{"SSID":"LiwestB2F7-5G","level":-65},{"SSID":"Liwest4DE3-5G","level":-90},{"SSID":"UNDOK_00:22:61:39:b2:f6","level":-83},{"SSID":"Liwest4DE3","level":-84}]
Indoor;Raummitte;keine;3;14:10:12;48.24212;14.2777463;14:10:20;48.24200166666666;14.277523333333333;45; 7.0;[{"constellation":"GLONASS","svid":21,"cn0":27.9},{"constellation":"GLONASS","svid":5,"cn0":27.5},{"constellation":"GPS","svid":5,"cn0":26.4},{"constellation":"GPS","svid":20,"cn0":24.5},{"constellation":"GPS","svid":29,"cn0":18.2},{"constellation":"GPS","svid":16,"cn0":16},{"constellation":"BEIDOU","svid":8,"cn0":15.7}];[{"rssi":-93,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-57,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-89,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-98,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-90,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-99,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-39,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-86,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-75,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-41,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-58,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-77,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-86,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-45,"majorClass":"Uncategorised","class":"Unknown Device Class"}];[{"SSID":"Liwest436C","level":-77},{"SSID":"LiwestB2F7-5G","level":-65},{"SSID":"Liwest4DE3-5G","level":-90},{"SSID":"UNDOK_00:22:61:39:b2:f6","level":-83},{"SSID":"Liwest4DE3","level":-84}]
Indoor;Raummitte;keine;3;14:10:12;48.24212;14.2777463;14:10:22;48.241858333333326;14.277516666666667;45; 7.0;[{"constellation":"GPS","svid":20,"cn0":33.3},{"constellation":"GLONASS","svid":5,"cn0":27.3},{"constellation":"GLONASS","svid":21,"cn0":22.4},{"constellation":"GPS","svid":29,"cn0":21.3},{"constellation":"GPS","svid":5,"cn0":17.1},{"constellation":"GPS","svid":16,"cn0":16.8},{"constellation":"BEIDOU","svid":8,"cn0":13.8}];[{"rssi":-93,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-57,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-89,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-98,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-90,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-99,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-39,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-86,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-75,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-41,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-58,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-77,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-86,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-45,"majorClass":"Uncategorised","class":"Unknown Device Class"}];[{"SSID":"Liwest436C","level":-77},{"SSID":"LiwestB2F7-5G","level":-65},{"SSID":"Liwest4DE3-5G","level":-90},{"SSID":"UNDOK_00:22:61:39:b2:f6","level":-83},{"SSID":"Liwest4DE3","level":-84}]
Indoor;Raummitte;keine;3;14:10:12;48.24212;14.2777463;14:10:24;48.24184166666667;14.277545000000002;45; 7.0;[{"constellation":"GPS","svid":20,"cn0":33.2},{"constellation":"GLONASS","svid":5,"cn0":27.1},{"constellation":"GLONASS","svid":21,"cn0":22.4},{"constellation":"GPS","svid":29,"cn0":21.3},{"constellation":"GPS","svid":16,"cn0":21.1},{"constellation":"BEIDOU","svid":8,"cn0":19.5},{"constellation":"GPS","svid":5,"cn0":17.1}];[{"rssi":-93,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-57,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-89,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-98,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-90,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-99,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-39,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-86,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-75,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-41,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-58,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-77,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-86,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-45,"majorClass":"Uncategorised","class":"Unknown Device Class"}];[{"SSID":"Liwest436C","level":-77},{"SSID":"LiwestB2F7-5G","level":-65},{"SSID":"Liwest4DE3-5G","level":-90},{"SSID":"UNDOK_00:22:61:39:b2:f6","level":-83},{"SSID":"Liwest4DE3","level":-84}]
Indoor;Raummitte;keine;3;14:10:12;48.24212;14.2777463;14:10:26;48.24182833333332;14.277583333333332;45; 6.0;[{"constellation":"GPS","svid":20,"cn0":33.3},{"constellation":"GLONASS","svid":5,"cn0":26.2},{"constellation":"GPS","svid":5,"cn0":20.8},{"constellation":"BEIDOU","svid":8,"cn0":19.5},{"constellation":"GPS","svid":16,"cn0":17.8},{"constellation":"GPS","svid":29,"cn0":15.9}];[{"rssi":-93,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-57,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-89,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-98,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-90,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-99,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-39,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-86,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-75,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-41,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-58,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-77,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-86,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-45,"majorClass":"Uncategorised","class":"Unknown Device Class"}];[{"SSID":"Liwest436C","level":-77},{"SSID":"LiwestB2F7-5G","level":-65},{"SSID":"Liwest4DE3-5G","level":-90},{"SSID":"UNDOK_00:22:61:39:b2:f6","level":-83},{"SSID":"Liwest4DE3","level":-84}]
Indoor;Raummitte;keine;3;14:10:12;48.24212;14.2777463;14:10:28;48.24179833333333;14.277605000000001;45; 5.0;[{"constellation":"GPS","svid":20,"cn0":32.8},{"constellation":"GLONASS","svid":5,"cn0":26.3},{"constellation":"GPS","svid":5,"cn0":20.8},{"constellation":"BEIDOU","svid":8,"cn0":19.4},{"constellation":"GPS","svid":29,"cn0":15.9}];[{"rssi":-93,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-57,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-89,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-98,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-90,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-99,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-39,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-86,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-75,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-41,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-58,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-77,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-86,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-45,"majorClass":"Uncategorised","class":"Unknown Device Class"}];[{"SSID":"Liwest436C","level":-77},{"SSID":"LiwestB2F7-5G","level":-65},{"SSID":"Liwest4DE3-5G","level":-90},{"SSID":"UNDOK_00:22:61:39:b2:f6","level":-83},{"SSID":"Liwest4DE3","level":-84}]
Indoor;Raummitte;keine;3;14:10:12;48.24212;14.2777463;14:10:30;48.241775000000004;14.277611666666667;45; 4.0;[{"constellation":"GPS","svid":20,"cn0":32.7},{"constellation":"GLONASS","svid":5,"cn0":26.4},{"constellation":"GPS","svid":5,"cn0":23.3},{"constellation":"BEIDOU","svid":8,"cn0":19.4}];[{"rssi":-93,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-57,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-89,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-98,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-90,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-99,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-39,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-86,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-75,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-41,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-58,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-77,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-86,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-45,"majorClass":"Uncategorised","class":"Unknown Device Class"}];[{"SSID":"Liwest436C","level":-77},{"SSID":"LiwestB2F7-5G","level":-65},{"SSID":"Liwest4DE3-5G","level":-90},{"SSID":"UNDOK_00:22:61:39:b2:f6","level":-83},{"SSID":"Liwest4DE3","level":-84}]
Indoor;Raummitte;keine;3;14:10:32;48.2421287;14.2777571;14:10:33;48.24190166666667;14.277721666666666;45; 4.0;[{"constellation":"GPS","svid":20,"cn0":33.4},{"constellation":"GLONASS","svid":5,"cn0":26.5},{"constellation":"GPS","svid":5,"cn0":23.1},{"constellation":"BEIDOU","svid":8,"cn0":19.4}];[{"rssi":-93,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-57,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-89,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-98,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-90,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-99,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-39,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-47,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-46,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-86,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-75,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-41,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-58,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-77,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-86,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-45,"majorClass":"Uncategorised","class":"Unknown Device Class"}];[{"SSID":"Liwest436C","level":-77},{"SSID":"LiwestB2F7-5G","level":-65},{"SSID":"Liwest4DE3-5G","level":-90},{"SSID":"UNDOK_00:22:61:39:b2:f6","level":-83},{"SSID":"Liwest4DE3","level":-84}]
