label;cellStrength;cellType;timeStampNetwork;hAccuracyNetwork;vAccuracyNetwork;bAccuracyNetwork;speedAccuracyNetwork;networkLocationType;timeStampGPS;hAccuracyGPS;vAccuracyGPS;bAccuracyGPS;speedAccuracyGPS;nrSatellitesInView;nrSatellitesInFix;minCn0GPS;meanCn0GPS;maxCn0GPS;satellites;nrBlDevices;minCn0Bl;meanCn0Bl;maxCn0Bl;bluetoothDevices;nrWifiDevices;minCn0Wifi;meanCn0Wifi;maxCn0Wifi;wifiDevices
Outdoor;3;LTE;20:55:57;60.0;4.4310355;0.0;0.0;N/A;20:55:58;3.8;14.1;90.8;7.5;51; 8.0;29.8;36.0;46.0;[{"constellation":"GLONASS","svid":3,"cn0":46.7},{"constellation":"BEIDOU","svid":21,"cn0":41.7},{"constellation":"GLONASS","svid":1,"cn0":39.6},{"constellation":"GLONASS","svid":2,"cn0":38.2},{"constellation":"GLONASS","svid":24,"cn0":37.2},{"constellation":"BEIDOU","svid":34,"cn0":34.8},{"constellation":"GLONASS","svid":17,"cn0":30},{"constellation":"BEIDOU","svid":11,"cn0":29.8}];2;-96;-68.5;-41.0;[{"rssi":-96,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-41,"majorClass":"Uncategorised","class":"Unknown Device Class"}];20;-91;-85.15;-73;[{"SSID":"GO_Testo","level":-81},{"SSID":"","level":-86},{"SSID":"","level":-86},{"SSID":"HH71VM_0F78_5G","level":-89},{"SSID":"A1-Mesh-Lg9u3H","level":-89},{"SSID":"A1-Mesh-Lg9u3H","level":-91},{"SSID":"Com11 Gast","level":-81},{"SSID":"Com11","level":-82},{"SSID":"Magenta-6ZZYBD","level":-90},{"SSID":"","level":-88},{"SSID":"GO_Mitarbeiter","level":-83},{"SSID":"","level":-89},{"SSID":"","level":-89},{"SSID":"","level":-90},{"SSID":"LiwestBCF4","level":-73},{"SSID":"GO_Gast","level":-83},{"SSID":"GO_NUNAV","level":-83},{"SSID":"GO_Systeme","level":-83},{"SSID":"GO_HUB","level":-86},{"SSID":"GO_HUB","level":-81}]
Outdoor;3;LTE;20:55:57;60.0;4.4310355;0.0;0.0;N/A;20:56:01;3.6;12.6;179.9;2.3;53; 17.0;27.0;36.0;43.0;[{"constellation":"GALILEO","svid":10,"cn0":43.4},{"constellation":"GLONASS","svid":2,"cn0":43.3},{"constellation":"GPS","svid":2,"cn0":41.9},{"constellation":"GALILEO","svid":4,"cn0":41.9},{"constellation":"GPS","svid":21,"cn0":41.2},{"constellation":"GLONASS","svid":3,"cn0":41.2},{"constellation":"BEIDOU","svid":21,"cn0":40.3},{"constellation":"GLONASS","svid":17,"cn0":39.9},{"constellation":"GPS","svid":4,"cn0":37.4},{"constellation":"GLONASS","svid":1,"cn0":35},{"constellation":"BEIDOU","svid":16,"cn0":34.8},{"constellation":"BEIDOU","svid":11,"cn0":34.7},{"constellation":"BEIDOU","svid":34,"cn0":34.5},{"constellation":"GPS","svid":8,"cn0":34},{"constellation":"BEIDOU","svid":2,"cn0":30.5},{"constellation":"BEIDOU","svid":12,"cn0":30.4},{"constellation":"GLONASS","svid":24,"cn0":27}];3;-96;-73.333336;-41.0;[{"rssi":-96,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-41,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-83,"majorClass":"Uncategorised","class":"Unknown Device Class"}];20;-91;-85.15;-73;[{"SSID":"GO_Testo","level":-81},{"SSID":"","level":-86},{"SSID":"","level":-86},{"SSID":"HH71VM_0F78_5G","level":-89},{"SSID":"A1-Mesh-Lg9u3H","level":-89},{"SSID":"A1-Mesh-Lg9u3H","level":-91},{"SSID":"Com11 Gast","level":-81},{"SSID":"Com11","level":-82},{"SSID":"Magenta-6ZZYBD","level":-90},{"SSID":"","level":-88},{"SSID":"GO_Mitarbeiter","level":-83},{"SSID":"","level":-89},{"SSID":"","level":-89},{"SSID":"","level":-90},{"SSID":"LiwestBCF4","level":-73},{"SSID":"GO_Gast","level":-83},{"SSID":"GO_NUNAV","level":-83},{"SSID":"GO_Systeme","level":-83},{"SSID":"GO_HUB","level":-86},{"SSID":"GO_HUB","level":-81}]
Outdoor;3;LTE;20:55:57;60.0;4.4310355;0.0;0.0;N/A;20:56:03;3.4;13.6;77.8;1.5;53; 20.0;25.3;36.0;44.0;[{"constellation":"GALILEO","svid":10,"cn0":44.9},{"constellation":"GLONASS","svid":2,"cn0":44.8},{"constellation":"GPS","svid":21,"cn0":42.3},{"constellation":"GALILEO","svid":4,"cn0":41.6},{"constellation":"GLONASS","svid":17,"cn0":41},{"constellation":"GLONASS","svid":3,"cn0":40.9},{"constellation":"BEIDOU","svid":21,"cn0":40.2},{"constellation":"GPS","svid":4,"cn0":39.7},{"constellation":"GPS","svid":2,"cn0":39.1},{"constellation":"BEIDOU","svid":11,"cn0":37.5},{"constellation":"GPS","svid":8,"cn0":37.3},{"constellation":"BEIDOU","svid":34,"cn0":37.3},{"constellation":"GPS","svid":3,"cn0":35.1},{"constellation":"BEIDOU","svid":22,"cn0":35},{"constellation":"GLONASS","svid":1,"cn0":31.9},{"constellation":"BEIDOU","svid":12,"cn0":31.1},{"constellation":"GLONASS","svid":24,"cn0":30.5},{"constellation":"BEIDOU","svid":2,"cn0":30.2},{"constellation":"BEIDOU","svid":16,"cn0":29.9},{"constellation":"GPS","svid":28,"cn0":25.3}];4;-96;-78.0;-41.0;[{"rssi":-96,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-41,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-92,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-83,"majorClass":"Uncategorised","class":"Unknown Device Class"}];20;-91;-85.15;-73;[{"SSID":"GO_Testo","level":-81},{"SSID":"","level":-86},{"SSID":"","level":-86},{"SSID":"HH71VM_0F78_5G","level":-89},{"SSID":"A1-Mesh-Lg9u3H","level":-89},{"SSID":"A1-Mesh-Lg9u3H","level":-91},{"SSID":"Com11 Gast","level":-81},{"SSID":"Com11","level":-82},{"SSID":"Magenta-6ZZYBD","level":-90},{"SSID":"","level":-88},{"SSID":"GO_Mitarbeiter","level":-83},{"SSID":"","level":-89},{"SSID":"","level":-89},{"SSID":"","level":-90},{"SSID":"LiwestBCF4","level":-73},{"SSID":"GO_Gast","level":-83},{"SSID":"GO_NUNAV","level":-83},{"SSID":"GO_Systeme","level":-83},{"SSID":"GO_HUB","level":-86},{"SSID":"GO_HUB","level":-81}]
Outdoor;3;LTE;20:55:57;60.0;4.4310355;0.0;0.0;N/A;20:56:05;3.2;15.7;88.0;1.0;53; 23.0;18.1;33.0;44.0;[{"constellation":"GPS","svid":2,"cn0":44.2},{"constellation":"BEIDOU","svid":34,"cn0":41.3},{"constellation":"GLONASS","svid":2,"cn0":40.6},{"constellation":"BEIDOU","svid":21,"cn0":40.3},{"constellation":"GLONASS","svid":3,"cn0":38.9},{"constellation":"GLONASS","svid":1,"cn0":38.9},{"constellation":"GPS","svid":21,"cn0":37.1},{"constellation":"BEIDOU","svid":16,"cn0":37},{"constellation":"GPS","svid":8,"cn0":35.7},{"constellation":"GALILEO","svid":4,"cn0":35.7},{"constellation":"GALILEO","svid":10,"cn0":35.2},{"constellation":"BEIDOU","svid":11,"cn0":35},{"constellation":"GPS","svid":4,"cn0":34.1},{"constellation":"BEIDOU","svid":12,"cn0":34},{"constellation":"GLONASS","svid":17,"cn0":33.8},{"constellation":"BEIDOU","svid":22,"cn0":32.7},{"constellation":"GPS","svid":28,"cn0":30.9},{"constellation":"BEIDOU","svid":2,"cn0":30.1},{"constellation":"GPS","svid":3,"cn0":28.9},{"constellation":"GLONASS","svid":24,"cn0":28.1},{"constellation":"BEIDOU","svid":14,"cn0":25.6},{"constellation":"GPS","svid":17,"cn0":22.9},{"constellation":"GPS","svid":19,"cn0":18.1}];4;-96;-78.0;-41.0;[{"rssi":-96,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-41,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-92,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-83,"majorClass":"Uncategorised","class":"Unknown Device Class"}];20;-91;-85.15;-73;[{"SSID":"GO_Testo","level":-81},{"SSID":"","level":-86},{"SSID":"","level":-86},{"SSID":"HH71VM_0F78_5G","level":-89},{"SSID":"A1-Mesh-Lg9u3H","level":-89},{"SSID":"A1-Mesh-Lg9u3H","level":-91},{"SSID":"Com11 Gast","level":-81},{"SSID":"Com11","level":-82},{"SSID":"Magenta-6ZZYBD","level":-90},{"SSID":"","level":-88},{"SSID":"GO_Mitarbeiter","level":-83},{"SSID":"","level":-89},{"SSID":"","level":-89},{"SSID":"","level":-90},{"SSID":"LiwestBCF4","level":-73},{"SSID":"GO_Gast","level":-83},{"SSID":"GO_NUNAV","level":-83},{"SSID":"GO_Systeme","level":-83},{"SSID":"GO_HUB","level":-86},{"SSID":"GO_HUB","level":-81}]
Outdoor;3;LTE;20:55:57;60.0;4.4310355;0.0;0.0;N/A;20:56:07;2.5;11.8;78.2;0.8;53; 29.0;20.9;31.0;44.0;[{"constellation":"GPS","svid":32,"cn0":44.8},{"constellation":"BEIDOU","svid":34,"cn0":41.2},{"constellation":"BEIDOU","svid":22,"cn0":40.8},{"constellation":"GLONASS","svid":2,"cn0":40.7},{"constellation":"GPS","svid":2,"cn0":40.5},{"constellation":"GALILEO","svid":4,"cn0":40.5},{"constellation":"BEIDOU","svid":21,"cn0":40.5},{"constellation":"BEIDOU","svid":16,"cn0":37.2},{"constellation":"GALILEO","svid":10,"cn0":36.9},{"constellation":"GPS","svid":21,"cn0":35.8},{"constellation":"GLONASS","svid":1,"cn0":34.9},{"constellation":"BEIDOU","svid":11,"cn0":34.9},{"constellation":"GLONASS","svid":3,"cn0":33.5},{"constellation":"GLONASS","svid":17,"cn0":33.2},{"constellation":"GPS","svid":8,"cn0":33},{"constellation":"GPS","svid":4,"cn0":32.9},{"constellation":"GLONASS","svid":24,"cn0":32.2},{"constellation":"BEIDOU","svid":12,"cn0":30.9},{"constellation":"GPS","svid":3,"cn0":28.9},{"constellation":"GPS","svid":22,"cn0":28.2},{"constellation":"BEIDOU","svid":6,"cn0":28.2},{"constellation":"GPS","svid":19,"cn0":26.8},{"constellation":"GLONASS","svid":18,"cn0":26},{"constellation":"BEIDOU","svid":2,"cn0":26},{"constellation":"GPS","svid":31,"cn0":25.8},{"constellation":"GPS","svid":17,"cn0":23.6},{"constellation":"BEIDOU","svid":14,"cn0":22.1},{"constellation":"GPS","svid":28,"cn0":21.8},{"constellation":"BEIDOU","svid":9,"cn0":20.9}];5;-96;-71.0;-41.0;[{"rssi":-96,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-41,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-43,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-92,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-83,"majorClass":"Uncategorised","class":"Unknown Device Class"}];20;-91;-85.15;-73;[{"SSID":"GO_Testo","level":-81},{"SSID":"","level":-86},{"SSID":"","level":-86},{"SSID":"HH71VM_0F78_5G","level":-89},{"SSID":"A1-Mesh-Lg9u3H","level":-89},{"SSID":"A1-Mesh-Lg9u3H","level":-91},{"SSID":"Com11 Gast","level":-81},{"SSID":"Com11","level":-82},{"SSID":"Magenta-6ZZYBD","level":-90},{"SSID":"","level":-88},{"SSID":"GO_Mitarbeiter","level":-83},{"SSID":"","level":-89},{"SSID":"","level":-89},{"SSID":"","level":-90},{"SSID":"LiwestBCF4","level":-73},{"SSID":"GO_Gast","level":-83},{"SSID":"GO_NUNAV","level":-83},{"SSID":"GO_Systeme","level":-83},{"SSID":"GO_HUB","level":-86},{"SSID":"GO_HUB","level":-81}]
Outdoor;4;LTE;20:55:57;60.0;4.4310355;0.0;0.0;N/A;20:56:09;2.0;10.4;147.5;0.7;53; 30.0;16.9;32.0;44.0;[{"constellation":"GALILEO","svid":10,"cn0":45},{"constellation":"GPS","svid":2,"cn0":44.9},{"constellation":"BEIDOU","svid":21,"cn0":43.5},{"constellation":"GLONASS","svid":17,"cn0":43.4},{"constellation":"GPS","svid":32,"cn0":42.7},{"constellation":"GALILEO","svid":4,"cn0":38.4},{"constellation":"GPS","svid":3,"cn0":36.8},{"constellation":"BEIDOU","svid":16,"cn0":36.6},{"constellation":"GLONASS","svid":2,"cn0":36.5},{"constellation":"GPS","svid":31,"cn0":35.9},{"constellation":"BEIDOU","svid":22,"cn0":35.1},{"constellation":"GPS","svid":4,"cn0":35},{"constellation":"BEIDOU","svid":11,"cn0":34.4},{"constellation":"GPS","svid":28,"cn0":34},{"constellation":"GLONASS","svid":24,"cn0":34},{"constellation":"GPS","svid":8,"cn0":33.8},{"constellation":"BEIDOU","svid":34,"cn0":33.6},{"constellation":"BEIDOU","svid":33,"cn0":33.3},{"constellation":"GLONASS","svid":1,"cn0":33.1},{"constellation":"GPS","svid":21,"cn0":32.2},{"constellation":"BEIDOU","svid":6,"cn0":32},{"constellation":"GLONASS","svid":18,"cn0":31.4},{"constellation":"BEIDOU","svid":5,"cn0":31.4},{"constellation":"BEIDOU","svid":12,"cn0":30.6},{"constellation":"BEIDOU","svid":2,"cn0":30},{"constellation":"GPS","svid":19,"cn0":29.1},{"constellation":"GPS","svid":22,"cn0":27.4},{"constellation":"GLONASS","svid":3,"cn0":27},{"constellation":"BEIDOU","svid":9,"cn0":21.1},{"constellation":"BEIDOU","svid":14,"cn0":20.7},{"constellation":"GPS","svid":17,"cn0":16.9}];5;-96;-71.0;-41.0;[{"rssi":-96,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-41,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-43,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-92,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-83,"majorClass":"Uncategorised","class":"Unknown Device Class"}];20;-91;-85.15;-73;[{"SSID":"GO_Testo","level":-81},{"SSID":"","level":-86},{"SSID":"","level":-86},{"SSID":"HH71VM_0F78_5G","level":-89},{"SSID":"A1-Mesh-Lg9u3H","level":-89},{"SSID":"A1-Mesh-Lg9u3H","level":-91},{"SSID":"Com11 Gast","level":-81},{"SSID":"Com11","level":-82},{"SSID":"Magenta-6ZZYBD","level":-90},{"SSID":"","level":-88},{"SSID":"GO_Mitarbeiter","level":-83},{"SSID":"","level":-89},{"SSID":"","level":-89},{"SSID":"","level":-90},{"SSID":"LiwestBCF4","level":-73},{"SSID":"GO_Gast","level":-83},{"SSID":"GO_NUNAV","level":-83},{"SSID":"GO_Systeme","level":-83},{"SSID":"GO_HUB","level":-86},{"SSID":"GO_HUB","level":-81}]
Outdoor;4;LTE;20:55:57;60.0;4.4310355;0.0;0.0;N/A;20:56:11;1.9;10.0;120.1;0.6;53; 32.0;16.8;32.0;44.0;[{"constellation":"GPS","svid":2,"cn0":44.7},{"constellation":"GALILEO","svid":10,"cn0":44.5},{"constellation":"GLONASS","svid":17,"cn0":43.4},{"constellation":"BEIDOU","svid":21,"cn0":43.4},{"constellation":"GPS","svid":32,"cn0":42.7},{"constellation":"BEIDOU","svid":16,"cn0":40.2},{"constellation":"GALILEO","svid":4,"cn0":38.4},{"constellation":"BEIDOU","svid":34,"cn0":38.3},{"constellation":"BEIDOU","svid":22,"cn0":37.6},{"constellation":"GPS","svid":3,"cn0":36.7},{"constellation":"GLONASS","svid":2,"cn0":36.2},{"constellation":"GPS","svid":31,"cn0":35.1},{"constellation":"GPS","svid":21,"cn0":34.7},{"constellation":"BEIDOU","svid":11,"cn0":34.4},{"constellation":"GLONASS","svid":24,"cn0":34.1},{"constellation":"GPS","svid":4,"cn0":33.9},{"constellation":"GPS","svid":28,"cn0":33.8},{"constellation":"BEIDOU","svid":6,"cn0":33.7},{"constellation":"GPS","svid":8,"cn0":33.3},{"constellation":"GLONASS","svid":1,"cn0":32.9},{"constellation":"BEIDOU","svid":33,"cn0":31},{"constellation":"BEIDOU","svid":12,"cn0":30.7},{"constellation":"BEIDOU","svid":2,"cn0":30.1},{"constellation":"GPS","svid":22,"cn0":30},{"constellation":"BEIDOU","svid":5,"cn0":29.9},{"constellation":"GLONASS","svid":18,"cn0":29.4},{"constellation":"GLONASS","svid":3,"cn0":28.3},{"constellation":"GALILEO","svid":11,"cn0":23.9},{"constellation":"GLONASS","svid":10,"cn0":22.7},{"constellation":"BEIDOU","svid":9,"cn0":21.1},{"constellation":"BEIDOU","svid":14,"cn0":20.7},{"constellation":"GPS","svid":17,"cn0":16.8}];5;-96;-71.0;-41.0;[{"rssi":-96,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-41,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-43,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-92,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-83,"majorClass":"Uncategorised","class":"Unknown Device Class"}];20;-91;-85.15;-73;[{"SSID":"GO_Testo","level":-81},{"SSID":"","level":-86},{"SSID":"","level":-86},{"SSID":"HH71VM_0F78_5G","level":-89},{"SSID":"A1-Mesh-Lg9u3H","level":-89},{"SSID":"A1-Mesh-Lg9u3H","level":-91},{"SSID":"Com11 Gast","level":-81},{"SSID":"Com11","level":-82},{"SSID":"Magenta-6ZZYBD","level":-90},{"SSID":"","level":-88},{"SSID":"GO_Mitarbeiter","level":-83},{"SSID":"","level":-89},{"SSID":"","level":-89},{"SSID":"","level":-90},{"SSID":"LiwestBCF4","level":-73},{"SSID":"GO_Gast","level":-83},{"SSID":"GO_NUNAV","level":-83},{"SSID":"GO_Systeme","level":-83},{"SSID":"GO_HUB","level":-86},{"SSID":"GO_HUB","level":-81}]
Outdoor;4;LTE;20:55:57;60.0;4.4310355;0.0;0.0;N/A;20:56:13;1.7;8.8;179.9;0.6;54; 32.0;19.5;33.0;44.0;[{"constellation":"GALILEO","svid":10,"cn0":44.7},{"constellation":"GLONASS","svid":17,"cn0":43.2},{"constellation":"GPS","svid":32,"cn0":42.8},{"constellation":"GPS","svid":2,"cn0":41.7},{"constellation":"GLONASS","svid":2,"cn0":41.7},{"constellation":"BEIDOU","svid":21,"cn0":40.5},{"constellation":"BEIDOU","svid":16,"cn0":40.4},{"constellation":"GALILEO","svid":4,"cn0":39.5},{"constellation":"BEIDOU","svid":34,"cn0":38.2},{"constellation":"BEIDOU","svid":22,"cn0":37.7},{"constellation":"GPS","svid":31,"cn0":37.3},{"constellation":"GPS","svid":3,"cn0":36.8},{"constellation":"GPS","svid":8,"cn0":36},{"constellation":"GPS","svid":21,"cn0":35.7},{"constellation":"GPS","svid":4,"cn0":34.9},{"constellation":"BEIDOU","svid":11,"cn0":34.6},{"constellation":"GLONASS","svid":24,"cn0":34.1},{"constellation":"GPS","svid":28,"cn0":33.8},{"constellation":"BEIDOU","svid":6,"cn0":33.6},{"constellation":"GLONASS","svid":1,"cn0":32.8},{"constellation":"BEIDOU","svid":5,"cn0":32},{"constellation":"BEIDOU","svid":33,"cn0":31.8},{"constellation":"BEIDOU","svid":2,"cn0":30.1},{"constellation":"GPS","svid":22,"cn0":29.9},{"constellation":"GLONASS","svid":18,"cn0":29},{"constellation":"GLONASS","svid":3,"cn0":28.2},{"constellation":"BEIDOU","svid":12,"cn0":26.5},{"constellation":"GALILEO","svid":11,"cn0":24},{"constellation":"GLONASS","svid":10,"cn0":23.2},{"constellation":"BEIDOU","svid":9,"cn0":21},{"constellation":"BEIDOU","svid":14,"cn0":20.9},{"constellation":"GPS","svid":17,"cn0":19.5}];5;-96;-71.0;-41.0;[{"rssi":-96,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-41,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-43,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-92,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-83,"majorClass":"Uncategorised","class":"Unknown Device Class"}];20;-91;-85.15;-73;[{"SSID":"GO_Testo","level":-81},{"SSID":"","level":-86},{"SSID":"","level":-86},{"SSID":"HH71VM_0F78_5G","level":-89},{"SSID":"A1-Mesh-Lg9u3H","level":-89},{"SSID":"A1-Mesh-Lg9u3H","level":-91},{"SSID":"Com11 Gast","level":-81},{"SSID":"Com11","level":-82},{"SSID":"Magenta-6ZZYBD","level":-90},{"SSID":"","level":-88},{"SSID":"GO_Mitarbeiter","level":-83},{"SSID":"","level":-89},{"SSID":"","level":-89},{"SSID":"","level":-90},{"SSID":"LiwestBCF4","level":-73},{"SSID":"GO_Gast","level":-83},{"SSID":"GO_NUNAV","level":-83},{"SSID":"GO_Systeme","level":-83},{"SSID":"GO_HUB","level":-86},{"SSID":"GO_HUB","level":-81}]
Outdoor;4;LTE;20:55:57;60.0;4.4310355;0.0;0.0;N/A;20:56:15;1.7;8.2;179.9;0.5;54; 32.0;19.5;32.0;44.0;[{"constellation":"GALILEO","svid":10,"cn0":44.8},{"constellation":"GPS","svid":32,"cn0":42.9},{"constellation":"GPS","svid":2,"cn0":41.8},{"constellation":"GLONASS","svid":2,"cn0":41.7},{"constellation":"GLONASS","svid":17,"cn0":40.7},{"constellation":"BEIDOU","svid":21,"cn0":40.6},{"constellation":"BEIDOU","svid":16,"cn0":40.4},{"constellation":"GALILEO","svid":4,"cn0":39.4},{"constellation":"BEIDOU","svid":34,"cn0":38.3},{"constellation":"BEIDOU","svid":22,"cn0":37.8},{"constellation":"GPS","svid":31,"cn0":37.4},{"constellation":"GPS","svid":3,"cn0":36.9},{"constellation":"GPS","svid":8,"cn0":36.5},{"constellation":"BEIDOU","svid":11,"cn0":34.8},{"constellation":"GPS","svid":4,"cn0":34.7},{"constellation":"GPS","svid":28,"cn0":33.9},{"constellation":"BEIDOU","svid":6,"cn0":33.6},{"constellation":"GPS","svid":21,"cn0":33.1},{"constellation":"GLONASS","svid":1,"cn0":33},{"constellation":"GLONASS","svid":3,"cn0":32.3},{"constellation":"BEIDOU","svid":5,"cn0":32},{"constellation":"GLONASS","svid":24,"cn0":31.6},{"constellation":"BEIDOU","svid":33,"cn0":31.6},{"constellation":"BEIDOU","svid":2,"cn0":30.3},{"constellation":"GLONASS","svid":18,"cn0":28.2},{"constellation":"BEIDOU","svid":12,"cn0":26.4},{"constellation":"BEIDOU","svid":14,"cn0":25.5},{"constellation":"GPS","svid":22,"cn0":23.8},{"constellation":"GLONASS","svid":10,"cn0":23.5},{"constellation":"BEIDOU","svid":28,"cn0":23.3},{"constellation":"GALILEO","svid":11,"cn0":22.4},{"constellation":"BEIDOU","svid":9,"cn0":21},{"constellation":"GPS","svid":17,"cn0":19.5}];5;-96;-71.0;-41.0;[{"rssi":-96,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-41,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-43,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-92,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-83,"majorClass":"Uncategorised","class":"Unknown Device Class"}];16;-95;-87.75;-81;[{"SSID":"GO_Testo","level":-89},{"SSID":"","level":-89},{"SSID":"","level":-89},{"SSID":"3Tube_5Ghz_9285","level":-95},{"SSID":"A1-Mesh-Lg9u3H","level":-91},{"SSID":"Com11 Gast","level":-81},{"SSID":"Com11","level":-82},{"SSID":"GO_Mitarbeiter","level":-89},{"SSID":"GO_Mitarbeiter","level":-83},{"SSID":"","level":-91},{"SSID":"GO_Gast","level":-83},{"SSID":"GO_Gast","level":-89},{"SSID":"GO_NUNAV","level":-83},{"SSID":"GO_NUNAV","level":-89},{"SSID":"GO_Systeme","level":-90},{"SSID":"GO_HUB","level":-91}]
Outdoor;4;LTE;20:56:17;72.9;10.529205;0.0;0.0;N/A;20:56:17;1.6;7.9;179.9;0.5;54; 33.0;16.0;32.0;44.0;[{"constellation":"GALILEO","svid":10,"cn0":44.8},{"constellation":"GLONASS","svid":17,"cn0":43.4},{"constellation":"GPS","svid":32,"cn0":43},{"constellation":"GLONASS","svid":2,"cn0":41.7},{"constellation":"GPS","svid":2,"cn0":41.6},{"constellation":"BEIDOU","svid":21,"cn0":40.6},{"constellation":"BEIDOU","svid":16,"cn0":40.6},{"constellation":"GALILEO","svid":4,"cn0":39.3},{"constellation":"BEIDOU","svid":34,"cn0":38.4},{"constellation":"BEIDOU","svid":22,"cn0":37.9},{"constellation":"GPS","svid":31,"cn0":37.3},{"constellation":"GPS","svid":3,"cn0":36.9},{"constellation":"GPS","svid":8,"cn0":36.1},{"constellation":"BEIDOU","svid":11,"cn0":34.9},{"constellation":"GPS","svid":28,"cn0":33.9},{"constellation":"GPS","svid":21,"cn0":33.6},{"constellation":"GLONASS","svid":1,"cn0":33.6},{"constellation":"BEIDOU","svid":6,"cn0":33.6},{"constellation":"GPS","svid":4,"cn0":33},{"constellation":"GLONASS","svid":3,"cn0":32.4},{"constellation":"GLONASS","svid":24,"cn0":31.5},{"constellation":"BEIDOU","svid":2,"cn0":30.3},{"constellation":"BEIDOU","svid":5,"cn0":29.5},{"constellation":"BEIDOU","svid":33,"cn0":29.2},{"constellation":"GLONASS","svid":18,"cn0":28.4},{"constellation":"BEIDOU","svid":14,"cn0":25.6},{"constellation":"GPS","svid":22,"cn0":23.7},{"constellation":"GLONASS","svid":10,"cn0":23.4},{"constellation":"GALILEO","svid":11,"cn0":22.3},{"constellation":"BEIDOU","svid":28,"cn0":22.2},{"constellation":"BEIDOU","svid":9,"cn0":21},{"constellation":"GPS","svid":17,"cn0":19.5},{"constellation":"BEIDOU","svid":12,"cn0":16}];6;-96;-74.166664;-41.0;[{"rssi":-96,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-41,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-90,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-43,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-92,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-83,"majorClass":"Uncategorised","class":"Unknown Device Class"}];16;-95;-87.75;-81;[{"SSID":"GO_Testo","level":-89},{"SSID":"","level":-89},{"SSID":"","level":-89},{"SSID":"3Tube_5Ghz_9285","level":-95},{"SSID":"A1-Mesh-Lg9u3H","level":-91},{"SSID":"Com11 Gast","level":-81},{"SSID":"Com11","level":-82},{"SSID":"GO_Mitarbeiter","level":-89},{"SSID":"GO_Mitarbeiter","level":-83},{"SSID":"","level":-91},{"SSID":"GO_Gast","level":-83},{"SSID":"GO_Gast","level":-89},{"SSID":"GO_NUNAV","level":-83},{"SSID":"GO_NUNAV","level":-89},{"SSID":"GO_Systeme","level":-90},{"SSID":"GO_HUB","level":-91}]
