label;cellStrength;cellType;timeStampNetwork;hAccuracyNetwork;vAccuracyNetwork;bAccuracyNetwork;speedAccuracyNetwork;networkLocationType;timeStampGPS;hAccuracyGPS;vAccuracyGPS;bAccuracyGPS;speedAccuracyGPS;nrSatellitesInView;nrSatellitesInFix;minCn0GPS;meanCn0GPS;maxCn0GPS;satellites;nrBlDevices;minCn0Bl;meanCn0Bl;maxCn0Bl;bluetoothDevices;nrWifiDevices;minCn0Wifi;meanCn0Wifi;maxCn0Wifi;wifiDevices
Outdoor;4;HSPA;15:42:29;42.5;6.2338815;0.0;0.0;N/A;15:42:31;4.2;27.2;37.7;2.4;45; 9.0;22.3;29.0;39.0;[{"constellation":"GLONASS","svid":1,"cn0":37.7},{"constellation":"GPS","svid":10,"cn0":33.3},{"constellation":"GLONASS","svid":14,"cn0":32.4},{"constellation":"GLONASS","svid":8,"cn0":32},{"constellation":"GLONASS","svid":7,"cn0":31.7},{"constellation":"BEIDOU","svid":5,"cn0":31.5},{"constellation":"GPS","svid":16,"cn0":29},{"constellation":"GPS","svid":23,"cn0":29},{"constellation":"BEIDOU","svid":20,"cn0":28.7},{"constellation":"GLONASS","svid":23,"cn0":24.6},{"constellation":"GPS","svid":27,"cn0":23.1},{"constellation":"GPS","svid":18,"cn0":23.1},{"constellation":"GPS","svid":8,"cn0":22.3}];9;-99;-91.111115;-80.0;[{"rssi":-99,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-90,"majorClass":"Unknown Major Device Class","class":"Phone Smart"},{"rssi":-94,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-96,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-91,"majorClass":"Unknown Major Device Class","class":"Phone Cellular"},{"rssi":-90,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-88,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-92,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-80,"majorClass":"Unknown Major Device Class","class":"Audio Video Video Display and Loudspeaker"}];13;-88;-83.46154;-73;[{"SSID":"KEPLERnet","level":-87},{"SSID":"eduroam","level":-87},{"SSID":"JKU","level":-88},{"SSID":"JKU","level":-86},{"SSID":"KEPLERnet","level":-85},{"SSID":"eduroam","level":-86},{"SSID":"JKU","level":-73},{"SSID":"KEPLERnet","level":-85},{"SSID":"eduroam","level":-83},{"SSID":"JKU","level":-87},{"SSID":"KEPLERnet","level":-79},{"SSID":"JKU","level":-80},{"SSID":"eduroam","level":-79}]
Outdoor;4;HSPA;15:42:29;42.5;6.2338815;0.0;0.0;N/A;15:42:31;4.2;27.2;37.7;2.4;45; 9.0;23.4;29.0;39.0;[{"constellation":"GLONASS","svid":1,"cn0":41.2},{"constellation":"BEIDOU","svid":20,"cn0":37.7},{"constellation":"GPS","svid":10,"cn0":33.9},{"constellation":"GLONASS","svid":14,"cn0":32.9},{"constellation":"BEIDOU","svid":5,"cn0":30.4},{"constellation":"BEIDOU","svid":32,"cn0":29.8},{"constellation":"GPS","svid":23,"cn0":29.6},{"constellation":"GPS","svid":16,"cn0":29.1},{"constellation":"GLONASS","svid":7,"cn0":26.6},{"constellation":"GLONASS","svid":8,"cn0":25.2},{"constellation":"GPS","svid":27,"cn0":24.1},{"constellation":"GPS","svid":26,"cn0":23.7},{"constellation":"GLONASS","svid":23,"cn0":23.4}];10;-99;-87.9;-59.0;[{"rssi":-99,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-90,"majorClass":"Unknown Major Device Class","class":"Phone Smart"},{"rssi":-94,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-96,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-91,"majorClass":"Unknown Major Device Class","class":"Phone Cellular"},{"rssi":-90,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-88,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-92,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-80,"majorClass":"Unknown Major Device Class","class":"Audio Video Video Display and Loudspeaker"},{"rssi":-59,"majorClass":"Uncategorised","class":"Unknown Device Class"}];13;-88;-83.46154;-73;[{"SSID":"KEPLERnet","level":-87},{"SSID":"eduroam","level":-87},{"SSID":"JKU","level":-88},{"SSID":"JKU","level":-86},{"SSID":"KEPLERnet","level":-85},{"SSID":"eduroam","level":-86},{"SSID":"JKU","level":-73},{"SSID":"KEPLERnet","level":-85},{"SSID":"eduroam","level":-83},{"SSID":"JKU","level":-87},{"SSID":"KEPLERnet","level":-79},{"SSID":"JKU","level":-80},{"SSID":"eduroam","level":-79}]
Outdoor;3;HSPA;15:42:29;42.5;6.2338815;0.0;0.0;N/A;15:42:35;4.0;28.5;47.3;2.0;45; 16.0;20.6;30.0;44.0;[{"constellation":"GLONASS","svid":1,"cn0":45.3},{"constellation":"GPS","svid":10,"cn0":41.8},{"constellation":"BEIDOU","svid":20,"cn0":40.5},{"constellation":"BEIDOU","svid":5,"cn0":37.5},{"constellation":"GPS","svid":26,"cn0":35.3},{"constellation":"GPS","svid":15,"cn0":31.9},{"constellation":"GLONASS","svid":14,"cn0":30.1},{"constellation":"GPS","svid":23,"cn0":28.9},{"constellation":"BEIDOU","svid":30,"cn0":28.5},{"constellation":"GPS","svid":16,"cn0":28.4},{"constellation":"GLONASS","svid":8,"cn0":27.8},{"constellation":"GPS","svid":27,"cn0":27.6},{"constellation":"GLONASS","svid":7,"cn0":27.3},{"constellation":"GPS","svid":18,"cn0":27},{"constellation":"BEIDOU","svid":32,"cn0":24.5},{"constellation":"GPS","svid":8,"cn0":21.6},{"constellation":"GLONASS","svid":24,"cn0":21.6},{"constellation":"GALILEO","svid":13,"cn0":20.6}];10;-99;-87.9;-59.0;[{"rssi":-99,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-90,"majorClass":"Unknown Major Device Class","class":"Phone Smart"},{"rssi":-94,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-96,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-91,"majorClass":"Unknown Major Device Class","class":"Phone Cellular"},{"rssi":-90,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-88,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-92,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-80,"majorClass":"Unknown Major Device Class","class":"Audio Video Video Display and Loudspeaker"},{"rssi":-59,"majorClass":"Uncategorised","class":"Unknown Device Class"}];13;-88;-83.46154;-73;[{"SSID":"KEPLERnet","level":-87},{"SSID":"eduroam","level":-87},{"SSID":"JKU","level":-88},{"SSID":"JKU","level":-86},{"SSID":"KEPLERnet","level":-85},{"SSID":"eduroam","level":-86},{"SSID":"JKU","level":-73},{"SSID":"KEPLERnet","level":-85},{"SSID":"eduroam","level":-83},{"SSID":"JKU","level":-87},{"SSID":"KEPLERnet","level":-79},{"SSID":"JKU","level":-80},{"SSID":"eduroam","level":-79}]
Outdoor;3;HSPA;15:42:29;42.5;6.2338815;0.0;0.0;N/A;15:42:39;3.3;30.7;59.4;2.1;45; 17.0;22.7;29.0;44.0;[{"constellation":"GLONASS","svid":1,"cn0":44.8},{"constellation":"GPS","svid":10,"cn0":42.3},{"constellation":"BEIDOU","svid":20,"cn0":40.6},{"constellation":"BEIDOU","svid":5,"cn0":37.8},{"constellation":"GPS","svid":26,"cn0":31.9},{"constellation":"GPS","svid":15,"cn0":29.9},{"constellation":"GPS","svid":23,"cn0":29.1},{"constellation":"GPS","svid":16,"cn0":27.6},{"constellation":"GLONASS","svid":14,"cn0":27.4},{"constellation":"GPS","svid":27,"cn0":26.8},{"constellation":"BEIDOU","svid":30,"cn0":26.6},{"constellation":"GLONASS","svid":7,"cn0":26.2},{"constellation":"GLONASS","svid":8,"cn0":25.7},{"constellation":"GALILEO","svid":13,"cn0":25.5},{"constellation":"GPS","svid":18,"cn0":24.5},{"constellation":"BEIDOU","svid":32,"cn0":22.8},{"constellation":"GPS","svid":8,"cn0":22.7}];11;-99;-88.72727;-59.0;[{"rssi":-99,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-97,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-90,"majorClass":"Unknown Major Device Class","class":"Phone Smart"},{"rssi":-94,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-96,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-91,"majorClass":"Unknown Major Device Class","class":"Phone Cellular"},{"rssi":-90,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-88,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-92,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-80,"majorClass":"Unknown Major Device Class","class":"Audio Video Video Display and Loudspeaker"},{"rssi":-59,"majorClass":"Uncategorised","class":"Unknown Device Class"}];13;-88;-83.46154;-73;[{"SSID":"KEPLERnet","level":-87},{"SSID":"eduroam","level":-87},{"SSID":"JKU","level":-88},{"SSID":"JKU","level":-86},{"SSID":"KEPLERnet","level":-85},{"SSID":"eduroam","level":-86},{"SSID":"JKU","level":-73},{"SSID":"KEPLERnet","level":-85},{"SSID":"eduroam","level":-83},{"SSID":"JKU","level":-87},{"SSID":"KEPLERnet","level":-79},{"SSID":"JKU","level":-80},{"SSID":"eduroam","level":-79}]
Outdoor;3;HSPA;15:42:29;42.5;6.2338815;0.0;0.0;N/A;15:42:41;3.2;32.1;130.1;2.1;45; 20.0;22.9;28.0;44.0;[{"constellation":"GLONASS","svid":1,"cn0":44.9},{"constellation":"BEIDOU","svid":20,"cn0":40.5},{"constellation":"GPS","svid":10,"cn0":39.7},{"constellation":"BEIDOU","svid":5,"cn0":37.7},{"constellation":"GLONASS","svid":8,"cn0":31},{"constellation":"GPS","svid":15,"cn0":29.3},{"constellation":"GLONASS","svid":23,"cn0":29.1},{"constellation":"GPS","svid":23,"cn0":28.9},{"constellation":"GPS","svid":26,"cn0":28.6},{"constellation":"GLONASS","svid":14,"cn0":28.6},{"constellation":"GPS","svid":18,"cn0":27.9},{"constellation":"GALILEO","svid":15,"cn0":26.8},{"constellation":"BEIDOU","svid":30,"cn0":26.7},{"constellation":"GALILEO","svid":13,"cn0":25.5},{"constellation":"GLONASS","svid":24,"cn0":25.3},{"constellation":"GPS","svid":27,"cn0":24.5},{"constellation":"GPS","svid":16,"cn0":24.4},{"constellation":"GLONASS","svid":7,"cn0":24.2},{"constellation":"GPS","svid":8,"cn0":23.2},{"constellation":"BEIDOU","svid":32,"cn0":22.9}];11;-99;-88.72727;-59.0;[{"rssi":-99,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-97,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-90,"majorClass":"Unknown Major Device Class","class":"Phone Smart"},{"rssi":-94,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-96,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-91,"majorClass":"Unknown Major Device Class","class":"Phone Cellular"},{"rssi":-90,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-88,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-92,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-80,"majorClass":"Unknown Major Device Class","class":"Audio Video Video Display and Loudspeaker"},{"rssi":-59,"majorClass":"Uncategorised","class":"Unknown Device Class"}];13;-88;-83.46154;-73;[{"SSID":"KEPLERnet","level":-87},{"SSID":"eduroam","level":-87},{"SSID":"JKU","level":-88},{"SSID":"JKU","level":-86},{"SSID":"KEPLERnet","level":-85},{"SSID":"eduroam","level":-86},{"SSID":"JKU","level":-73},{"SSID":"KEPLERnet","level":-85},{"SSID":"eduroam","level":-83},{"SSID":"JKU","level":-87},{"SSID":"KEPLERnet","level":-79},{"SSID":"JKU","level":-80},{"SSID":"eduroam","level":-79}]
Outdoor;3;HSPA;15:42:29;42.5;6.2338815;0.0;0.0;N/A;15:42:43;3.1;33.0;179.9;1.5;45; 18.0;21.7;29.0;44.0;[{"constellation":"GLONASS","svid":1,"cn0":44.9},{"constellation":"BEIDOU","svid":20,"cn0":40.4},{"constellation":"GPS","svid":10,"cn0":39.7},{"constellation":"BEIDOU","svid":5,"cn0":35},{"constellation":"GLONASS","svid":8,"cn0":32.5},{"constellation":"GPS","svid":26,"cn0":31.2},{"constellation":"GPS","svid":18,"cn0":31},{"constellation":"GLONASS","svid":14,"cn0":30.8},{"constellation":"GPS","svid":15,"cn0":29.5},{"constellation":"GLONASS","svid":23,"cn0":29.5},{"constellation":"GALILEO","svid":15,"cn0":27.7},{"constellation":"GALILEO","svid":13,"cn0":25.8},{"constellation":"GLONASS","svid":24,"cn0":25.6},{"constellation":"GPS","svid":27,"cn0":24.9},{"constellation":"BEIDOU","svid":32,"cn0":22.5},{"constellation":"GPS","svid":8,"cn0":22.3},{"constellation":"GLONASS","svid":7,"cn0":21.9},{"constellation":"GPS","svid":16,"cn0":21.7}];12;-99;-85.833336;-54.0;[{"rssi":-99,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-97,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-90,"majorClass":"Unknown Major Device Class","class":"Phone Smart"},{"rssi":-94,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-96,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-91,"majorClass":"Unknown Major Device Class","class":"Phone Cellular"},{"rssi":-90,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-54,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-88,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-92,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-80,"majorClass":"Unknown Major Device Class","class":"Audio Video Video Display and Loudspeaker"},{"rssi":-59,"majorClass":"Uncategorised","class":"Unknown Device Class"}];13;-88;-83.46154;-73;[{"SSID":"KEPLERnet","level":-87},{"SSID":"eduroam","level":-87},{"SSID":"JKU","level":-88},{"SSID":"JKU","level":-86},{"SSID":"KEPLERnet","level":-85},{"SSID":"eduroam","level":-86},{"SSID":"JKU","level":-73},{"SSID":"KEPLERnet","level":-85},{"SSID":"eduroam","level":-83},{"SSID":"JKU","level":-87},{"SSID":"KEPLERnet","level":-79},{"SSID":"JKU","level":-80},{"SSID":"eduroam","level":-79}]
Outdoor;3;HSPA;15:42:29;42.5;6.2338815;0.0;0.0;N/A;15:42:45;3.0;31.5;55.6;1.2;45; 19.0;24.7;30.0;44.0;[{"constellation":"GLONASS","svid":1,"cn0":44.8},{"constellation":"GPS","svid":10,"cn0":43.4},{"constellation":"BEIDOU","svid":20,"cn0":40.7},{"constellation":"BEIDOU","svid":5,"cn0":39},{"constellation":"GALILEO","svid":15,"cn0":31.6},{"constellation":"GPS","svid":26,"cn0":31.2},{"constellation":"GLONASS","svid":14,"cn0":31.1},{"constellation":"GLONASS","svid":23,"cn0":30.9},{"constellation":"GLONASS","svid":8,"cn0":29.4},{"constellation":"GPS","svid":18,"cn0":29.3},{"constellation":"BEIDOU","svid":32,"cn0":28.6},{"constellation":"GPS","svid":15,"cn0":28.3},{"constellation":"GLONASS","svid":7,"cn0":27.9},{"constellation":"GLONASS","svid":15,"cn0":25.9},{"constellation":"GPS","svid":16,"cn0":25.6},{"constellation":"GPS","svid":23,"cn0":24.9},{"constellation":"GPS","svid":8,"cn0":24.9},{"constellation":"GLONASS","svid":24,"cn0":24.9},{"constellation":"GPS","svid":27,"cn0":24.7}];13;-99;-86.30769;-54.0;[{"rssi":-92,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-99,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-97,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-90,"majorClass":"Unknown Major Device Class","class":"Phone Smart"},{"rssi":-94,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-96,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-91,"majorClass":"Unknown Major Device Class","class":"Phone Cellular"},{"rssi":-90,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-54,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-88,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-92,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-80,"majorClass":"Unknown Major Device Class","class":"Audio Video Video Display and Loudspeaker"},{"rssi":-59,"majorClass":"Uncategorised","class":"Unknown Device Class"}];13;-88;-83.46154;-73;[{"SSID":"KEPLERnet","level":-87},{"SSID":"eduroam","level":-87},{"SSID":"JKU","level":-88},{"SSID":"JKU","level":-86},{"SSID":"KEPLERnet","level":-85},{"SSID":"eduroam","level":-86},{"SSID":"JKU","level":-73},{"SSID":"KEPLERnet","level":-85},{"SSID":"eduroam","level":-83},{"SSID":"JKU","level":-87},{"SSID":"KEPLERnet","level":-79},{"SSID":"JKU","level":-80},{"SSID":"eduroam","level":-79}]
Outdoor;3;HSPA;15:42:29;42.5;6.2338815;0.0;0.0;N/A;15:42:47;2.9;25.7;93.9;0.8;45; 22.0;20.1;29.0;44.0;[{"constellation":"GLONASS","svid":1,"cn0":44.7},{"constellation":"BEIDOU","svid":20,"cn0":43.6},{"constellation":"GPS","svid":10,"cn0":43.4},{"constellation":"BEIDOU","svid":5,"cn0":38.9},{"constellation":"GPS","svid":26,"cn0":33.1},{"constellation":"GLONASS","svid":14,"cn0":31.9},{"constellation":"GLONASS","svid":7,"cn0":30.6},{"constellation":"GALILEO","svid":27,"cn0":30.4},{"constellation":"GLONASS","svid":15,"cn0":29.4},{"constellation":"GPS","svid":18,"cn0":29.1},{"constellation":"GALILEO","svid":15,"cn0":29.1},{"constellation":"GLONASS","svid":24,"cn0":28},{"constellation":"GLONASS","svid":23,"cn0":27.6},{"constellation":"BEIDOU","svid":29,"cn0":26.2},{"constellation":"GPS","svid":8,"cn0":25.8},{"constellation":"GPS","svid":16,"cn0":25.7},{"constellation":"GPS","svid":27,"cn0":25.5},{"constellation":"GLONASS","svid":8,"cn0":25.3},{"constellation":"BEIDOU","svid":32,"cn0":25.1},{"constellation":"GPS","svid":23,"cn0":24.5},{"constellation":"GPS","svid":15,"cn0":24.5},{"constellation":"GALILEO","svid":13,"cn0":20.1}];13;-99;-86.30769;-54.0;[{"rssi":-92,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-99,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-97,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-90,"majorClass":"Unknown Major Device Class","class":"Phone Smart"},{"rssi":-94,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-96,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-91,"majorClass":"Unknown Major Device Class","class":"Phone Cellular"},{"rssi":-90,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-54,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-88,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-92,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-80,"majorClass":"Unknown Major Device Class","class":"Audio Video Video Display and Loudspeaker"},{"rssi":-59,"majorClass":"Uncategorised","class":"Unknown Device Class"}];13;-88;-83.46154;-73;[{"SSID":"KEPLERnet","level":-87},{"SSID":"eduroam","level":-87},{"SSID":"JKU","level":-88},{"SSID":"JKU","level":-86},{"SSID":"KEPLERnet","level":-85},{"SSID":"eduroam","level":-86},{"SSID":"JKU","level":-73},{"SSID":"KEPLERnet","level":-85},{"SSID":"eduroam","level":-83},{"SSID":"JKU","level":-87},{"SSID":"KEPLERnet","level":-79},{"SSID":"JKU","level":-80},{"SSID":"eduroam","level":-79}]
Outdoor;3;HSPA;15:42:29;42.5;6.2338815;0.0;0.0;N/A;15:42:49;2.5;24.6;167.5;0.8;45; 26.0;20.0;28.0;44.0;[{"constellation":"GLONASS","svid":1,"cn0":44.6},{"constellation":"BEIDOU","svid":20,"cn0":43.5},{"constellation":"GPS","svid":10,"cn0":43.3},{"constellation":"BEIDOU","svid":5,"cn0":38.8},{"constellation":"GLONASS","svid":14,"cn0":33.5},{"constellation":"GLONASS","svid":7,"cn0":32.3},{"constellation":"GPS","svid":26,"cn0":31.2},{"constellation":"GALILEO","svid":27,"cn0":31.1},{"constellation":"GPS","svid":18,"cn0":30.8},{"constellation":"GALILEO","svid":15,"cn0":29.1},{"constellation":"GLONASS","svid":15,"cn0":28.6},{"constellation":"GLONASS","svid":24,"cn0":28.5},{"constellation":"GPS","svid":23,"cn0":27.6},{"constellation":"GPS","svid":27,"cn0":27.2},{"constellation":"BEIDOU","svid":19,"cn0":26.7},{"constellation":"GPS","svid":15,"cn0":26.6},{"constellation":"GALILEO","svid":13,"cn0":26.3},{"constellation":"GLONASS","svid":23,"cn0":26.1},{"constellation":"GPS","svid":16,"cn0":25.8},{"constellation":"BEIDOU","svid":30,"cn0":25.8},{"constellation":"GPS","svid":8,"cn0":25.7},{"constellation":"BEIDOU","svid":29,"cn0":23.5},{"constellation":"BEIDOU","svid":32,"cn0":22.6},{"constellation":"BEIDOU","svid":13,"cn0":21.4},{"constellation":"GLONASS","svid":8,"cn0":20.6},{"constellation":"BEIDOU","svid":8,"cn0":20}];13;-99;-86.30769;-54.0;[{"rssi":-92,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-99,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-97,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-90,"majorClass":"Unknown Major Device Class","class":"Phone Smart"},{"rssi":-94,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-96,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-91,"majorClass":"Unknown Major Device Class","class":"Phone Cellular"},{"rssi":-90,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-54,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-88,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-92,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-80,"majorClass":"Unknown Major Device Class","class":"Audio Video Video Display and Loudspeaker"},{"rssi":-59,"majorClass":"Uncategorised","class":"Unknown Device Class"}];13;-88;-83.46154;-73;[{"SSID":"KEPLERnet","level":-87},{"SSID":"eduroam","level":-87},{"SSID":"JKU","level":-88},{"SSID":"JKU","level":-86},{"SSID":"KEPLERnet","level":-85},{"SSID":"eduroam","level":-86},{"SSID":"JKU","level":-73},{"SSID":"KEPLERnet","level":-85},{"SSID":"eduroam","level":-83},{"SSID":"JKU","level":-87},{"SSID":"KEPLERnet","level":-79},{"SSID":"JKU","level":-80},{"SSID":"eduroam","level":-79}]
Outdoor;3;HSPA;15:42:50;34.268;4.826933;0.0;0.0;N/A;15:42:51;2.4;25.4;179.9;0.7;45; 25.0;18.6;28.0;44.0;[{"constellation":"GLONASS","svid":1,"cn0":44.6},{"constellation":"GPS","svid":10,"cn0":43.4},{"constellation":"BEIDOU","svid":20,"cn0":43.4},{"constellation":"BEIDOU","svid":5,"cn0":38.5},{"constellation":"GLONASS","svid":14,"cn0":35.5},{"constellation":"GALILEO","svid":27,"cn0":34.9},{"constellation":"GPS","svid":18,"cn0":31.5},{"constellation":"BEIDOU","svid":19,"cn0":31.3},{"constellation":"GPS","svid":26,"cn0":30.4},{"constellation":"GALILEO","svid":15,"cn0":29.2},{"constellation":"GPS","svid":27,"cn0":28},{"constellation":"GPS","svid":15,"cn0":27.5},{"constellation":"GLONASS","svid":15,"cn0":27.5},{"constellation":"BEIDOU","svid":30,"cn0":27.4},{"constellation":"GLONASS","svid":7,"cn0":26.8},{"constellation":"GPS","svid":23,"cn0":26.7},{"constellation":"GALILEO","svid":13,"cn0":26.5},{"constellation":"GLONASS","svid":23,"cn0":26},{"constellation":"GPS","svid":8,"cn0":25.7},{"constellation":"GPS","svid":16,"cn0":25.6},{"constellation":"GLONASS","svid":24,"cn0":25.1},{"constellation":"BEIDOU","svid":32,"cn0":22.3},{"constellation":"BEIDOU","svid":13,"cn0":21.9},{"constellation":"BEIDOU","svid":8,"cn0":20.8},{"constellation":"BEIDOU","svid":29,"cn0":20.3},{"constellation":"GLONASS","svid":13,"cn0":18.6}];16;-99;-85.5;-54.0;[{"rssi":-92,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-99,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-97,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-90,"majorClass":"Unknown Major Device Class","class":"Phone Smart"},{"rssi":-86,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-94,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-96,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-91,"majorClass":"Unknown Major Device Class","class":"Phone Cellular"},{"rssi":-90,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-54,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-88,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-92,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-80,"majorClass":"Unknown Major Device Class","class":"Audio Video Video Display and Loudspeaker"},{"rssi":-92,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-68,"majorClass":"Uncategorised","class":"Unknown Device Class"},{"rssi":-59,"majorClass":"Uncategorised","class":"Unknown Device Class"}];13;-88;-83.46154;-73;[{"SSID":"KEPLERnet","level":-87},{"SSID":"eduroam","level":-87},{"SSID":"JKU","level":-88},{"SSID":"JKU","level":-86},{"SSID":"KEPLERnet","level":-85},{"SSID":"eduroam","level":-86},{"SSID":"JKU","level":-73},{"SSID":"KEPLERnet","level":-85},{"SSID":"eduroam","level":-83},{"SSID":"JKU","level":-87},{"SSID":"KEPLERnet","level":-79},{"SSID":"JKU","level":-80},{"SSID":"eduroam","level":-79}]
