label,cellStrength,hAccuracyNetwork,vAccuracyNetwork,hAccuracyGPS,vAccuracyGPS,bAccuracyGPS,speedAccuracyGPS,nrSatellitesInView,nrSatellitesInFix,minCn0GPS,meanCn0GPS,maxCn0GPS,nrBlDevices,minCn0Bl,meanCn0Bl,maxCn0Bl,nrWifiDevices,minCn0Wifi,meanCn0Wifi,maxCn0Wifi,satellite_cn0_median,satellite_cn0_mode,satellite_cn0_std,satellite_cn0_range,bluetooth_rssi_median,bluetooth_rssi_mode,bluetooth_rssi_std,bluetooth_rssi_range,wifi_rssi_median,wifi_rssi_mode,wifi_rssi_range
Indoor,4.0,13.876903225806448,1.0,4.196774193548387,63.125806451612874,116.06451612903227,1.419354838709678,42.225806451612904,3.838709677419355,1.1225806451612903,14.225806451612904,17.612903225806452,64.74193548387096,-99.0,-86.31190070967746,-43.0,27.225806451612904,-89.54838709677419,-75.50438838709674,-64.83870967741936,1.4919354838709677,1.1225806451612903,0.29847994335127337,0.8483870967741937,-88.0,-88.83870967741936,9.07711164924554,56.0,-74.2258064516129,-84.41935483870968,24.70967741935484
Indoor,1.5789473684210527,44.89721052631579,8.357078457894737,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,10.210526315789474,-100.0,-76.73547357894738,-36.421052631578945,5.526315789473684,-89.3157894736842,-77.95614147368421,-61.526315789473685,0.0,0.0,0.0,0.0,-93.05263157894737,-67.15789473684211,26.66482538741077,63.578947368421055,-78.5,-89.10526315789474,27.789473684210527
Indoor,2.7083333333333335,19.186583333333335,2.0565625,0.0,0.0,0.0,0.0,36.208333333333336,0.0,0.0,0.0,0.0,6.291666666666667,-90.75,-73.45833333333333,-51.416666666666664,5.708333333333333,-89.5,-77.45952516666667,-62.666666666666664,0.0,0.0,0.0,0.0,-81.75,-90.75,20.431086956203718,47.666666666666664,-78.47916666666667,-89.5,26.833333333333332
Indoor,3.0,32.15882352941177,7.162389235294118,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,43.88235294117647,-99.41176470588235,-86.11859764705882,-51.0,18.41176470588235,-89.94117647058823,-82.32037270588235,-74.94117647058823,0.0,0.0,0.0,0.0,-87.82352941176471,-84.0,9.81555117000758,48.411764705882355,-82.23529411764706,-80.23529411764706,15.0
Indoor,4.0,17.527208333333334,8.852463625,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,17.375,-97.0,-78.57431625,-46.75,3.0,-86.0,-75.666664,-62.0,0.0,0.0,0.0,0.0,-84.0625,-86.375,14.48245339375032,50.25,-79.0,-86.0,24.0
Indoor,3.53125,18.661562500000002,1.2485245812499999,3.034375,29.00625,152.85312499999998,1.721875,53.0,17.6875,16.934375,24.875,37.71875,9.1875,-77.34375,-64.07055406250001,-59.75,20.6875,-94.5,-83.07526899999999,-64.6875,24.625,20.965625000000003,5.629520208863941,21.121875000000003,-71.40625,-75.84375,13.579781678476312,39.46875,-85.5625,-92.5625,29.8125
Indoor,2.9655172413793105,14.174379310344825,1.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,17.310344827586206,-99.0,-88.50284413793105,-48.0,14.241379310344827,-85.75862068965517,-73.27093396551724,-60.689655172413794,0.0,0.0,0.0,0.0,-92.96551724137932,-98.37931034482759,12.799421762351749,51.0,-72.6896551724138,-73.62068965517241,25.06896551724138
Indoor,1.9310344827586208,15.765517241379312,1.0267384965517241,0.0,0.0,0.0,0.0,22.413793103448278,0.0,0.0,0.0,0.0,29.03448275862069,-90.3103448275862,-78.49605951724136,-64.51724137931035,4.0,-91.0,-83.5,-81.0,0.0,0.0,0.0,0.0,-79.46551724137932,-89.89655172413794,9.592075798835968,32.689655172413794,-81.0,-81.0,10.0
Indoor,3.08,24.552560000000003,19.72625488,4.6,25.436,140.5,2.232,50.0,15.0,15.82,23.0,34.04,10.4,-99.0,-84.64111935999999,-50.0,5.88,-92.36,-80.00444671999999,-61.2,22.491999999999997,19.056,5.777688241562683,18.492,-95.18,-99.0,19.937517640757743,49.0,-82.56,-86.28,31.16
Indoor,1.434782608695652,24.895521739130437,2.918980473913044,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,13.08695652173913,-98.26086956521739,-81.76615752173915,-45.0,30.17391304347826,-87.1304347826087,-75.08771139130435,-66.30434782608695,0.0,0.0,0.0,0.0,-84.67391304347827,-90.26086956521739,17.328002583047525,53.26086956521739,-74.08695652173913,-79.78260869565217,20.82608695652174
Indoor,1.0,17.57335714285714,3.1474550214285713,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,15.75,-94.60714285714286,-76.53622521428574,-40.392857142857146,8.0,-86.0,-69.375,-62.0,0.0,0.0,0.0,0.0,-82.07142857142857,-90.25,18.252071960632776,57.785714285714285,-64.5,-64.0,24.0
Indoor,4.0,15.29571875,2.1711614624999998,2.046875,23.478125,134.21875,1.1062500000000002,44.0,20.90625,16.237499999999997,26.09375,37.53125,15.59375,-98.75,-81.73336703125,-46.0,12.03125,-90.8125,-72.51585196875,-46.3125,26.932812500000004,22.015625,6.848484044925963,21.903125,-86.15625,-98.40625,14.905220015614814,52.75,-73.828125,-73.3125,44.5
Indoor,2.5172413793103448,17.059068965517238,1.6262328793103449,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,66.75862068965517,-101.0,-87.27761099999998,-42.0,39.0,-92.0,-76.948715,-64.0,0.0,0.0,0.0,0.0,-88.84482758620689,-93.82758620689656,10.220711375939407,59.0,-75.0,-74.0,28.0
Indoor,1.0714285714285714,16.90307142857143,1.2353346285714284,1.8999999999999997,9.9,178.30000000000004,0.8999999999999998,28.571428571428573,25.0,0.0,28.0,40.0,64.60714285714286,-100.0,-87.64247149999998,-48.0,10.0,-81.0,-70.09999999999998,-64.0,0.0,0.0,0.0,0.0,-91.0,-96.0,11.244462784456468,52.0,-67.0,-67.0,17.0
Indoor,4.0,729.6405714285715,1.364251797142857,0.0,0.0,0.0,0.0,37.05714285714286,0.0,0.0,0.0,0.0,44.285714285714285,-99.71428571428571,-83.85165737142857,-37.0,7.0,-82.0,-71.28571000000001,-60.0,0.0,0.0,0.0,0.0,-88.44285714285714,-93.0,15.232658024692192,62.714285714285715,-71.0,-71.0,22.0
Indoor,4.0,24.24944444444444,1.6098975444444448,4.192592592592593,41.63333333333334,131.42592592592595,2.5555555555555554,47.96296296296296,12.666666666666666,16.774074074074072,22.962962962962962,30.11111111111111,7.444444444444445,-93.0,-74.75905444444444,-34.851851851851855,7.0,-91.0,-85.57142999999999,-76.0,24.007407407407406,19.718518518518522,4.355905117708681,14.17777777777778,-85.44444444444444,-90.62962962962963,24.388775884655654,58.148148148148145,-86.0,-91.0,15.0
Indoor,3.857142857142857,15.966857142857142,2.3839926571428576,5.4107142857142865,29.232142857142858,166.18571428571425,2.2142857142857144,47.92857142857143,5.285714285714286,16.95,20.142857142857142,25.142857142857142,13.5,-99.21428571428571,-82.93151407142855,-47.0,6.0,-80.0,-65.16666400000001,-45.0,20.673214285714284,17.27142857142857,3.467846589143984,8.817857142857141,-85.30357142857143,-99.21428571428571,14.130674437348679,52.214285714285715,-71.5,-75.0,35.0
Indoor,2.0,12.655281250000002,7.2129150187499995,0.0,0.0,0.0,0.0,28.125,0.0,0.0,0.0,0.0,33.5,-99.1875,-82.28872265625,-46.53125,53.6875,-94.0,-77.737926875,-54.34375,0.0,0.0,0.0,0.0,-86.796875,-93.4375,15.507408699016544,52.65625,-80.6875,-84.0625,39.65625
Indoor,1.0,27.79727777777778,2.951402433333333,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,5.0,-97.0,-85.2,-66.0,4.0,-85.0,-81.25,-70.0,0.0,0.0,0.0,0.0,-95.0,-97.0,14.956603892595403,31.0,-85.0,-85.0,15.0
Indoor,3.0,82.36363636363639,14.270367754545457,0.0,0.0,0.0,0.0,21.318181818181817,0.0,0.0,0.0,0.0,19.818181818181817,-97.18181818181819,-84.36435427272728,-59.54545454545455,2.090909090909091,-85.4090909090909,-83.34848472727273,-79.22727272727273,0.0,0.0,0.0,0.0,-87.72727272727273,-96.04545454545455,11.306472183551817,37.63636363636363,-85.4090909090909,-85.4090909090909,6.181818181818182
Indoor,3.1333333333333333,17.15926666666667,1.4598162666666668,7.219999999999997,36.89,124.5233333333333,3.7266666666666666,47.63333333333333,5.433333333333334,12.023333333333335,20.333333333333332,24.6,18.566666666666666,-76.46666666666667,-67.72447306666666,-60.13333333333333,24.8,-92.0,-77.59398,-60.6,14.995000000000001,12.23,2.096235773670966,5.453333333333333,-69.43333333333334,-70.56666666666666,9.368063004205084,39.666666666666664,-78.8,-81.0,31.4
Indoor,4.0,16.29796551724138,2.9053268758620687,4.896551724137931,26.96206896551724,146.27241379310345,2.7413793103448283,48.0,10.068965517241379,16.337931034482757,22.862068965517242,31.448275862068964,14.172413793103448,-99.0,-82.63238862068965,-58.793103448275865,7.241379310344827,-84.65517241379311,-69.67700965517244,-51.827586206896555,23.812068965517245,17.524137931034485,4.883949781488954,15.737931034482761,-85.0,-96.0,12.341416975654816,40.206896551724135,-73.82758620689656,-81.20689655172414,32.827586206896555
Indoor,1.7666666666666666,18.399166666666662,1.18311752,2.9000000000000004,25.796666666666667,170.21333333333328,2.603333333333333,46.0,16.0,15.91,22.733333333333334,30.5,9.966666666666667,-89.0,-70.38296283333335,-46.0,4.466666666666667,-74.0,-67.18388879999999,-60.03333333333333,23.646666666666665,19.423333333333336,4.354712222117959,14.823333333333334,-70.86666666666666,-74.7,12.405875051655281,43.0,-66.76666666666667,-70.8,13.966666666666667
Indoor,4.0,16.19051724137931,2.200273682758621,7.379310344827585,37.306896551724144,63.87241379310345,0.9931034482758622,45.275862068965516,1.896551724137931,3.882758620689655,11.206896551724139,14.10344827586207,30.275862068965516,-99.65517241379311,-86.16859603448277,-48.206896551724135,19.448275862068964,-87.86206896551724,-68.27049500000001,-41.310344827586206,5.18448275862069,3.882758620689655,1.3182559810867458,2.7758620689655173,-93.56896551724138,-95.41379310344827,14.545988762647273,51.44827586206897,-74.82758620689656,-84.55172413793103,46.55172413793103
Indoor,3.4444444444444446,15.364555555555558,3.9097873518518527,2.8703703703703702,15.814814814814815,99.94444444444446,0.9444444444444443,44.148148148148145,2.3333333333333335,10.070370370370371,11.333333333333334,13.148148148148149,11.814814814814815,-94.0,-84.30583437037036,-64.0,6.0,-80.0,-65.16666400000001,-45.0,11.805555555555555,10.225925925925928,1.4411991278696112,3.2925925925925927,-88.03703703703704,-91.0,9.838335102252643,30.0,-71.5,-75.0,35.0
Indoor,3.1333333333333333,13.856699999999996,1.0,4.423333333333335,22.813333333333336,148.88000000000002,2.7466666666666666,51.833333333333336,9.9,16.943333333333335,22.333333333333332,29.333333333333332,21.433333333333334,-98.1,-77.69993000000001,-52.0,12.6,-93.2,-67.86397599999998,-46.4,22.969999999999995,18.88333333333333,4.379677512458541,12.859999999999998,-79.85,-58.0,15.799056229402701,46.1,-68.8,-55.8,46.8
Indoor,2.6818181818181817,14.67909090909091,1.098179363636364,0.0,0.0,0.0,0.0,34.36363636363637,0.0,0.0,0.0,0.0,37.95454545454545,-95.95454545454545,-72.9057776818182,-35.27272727272727,4.0,-91.0,-83.5,-81.0,0.0,0.0,0.0,0.0,-75.81818181818181,-82.54545454545455,14.694394065327252,60.68181818181818,-81.0,-81.0,10.0
Indoor,4.0,22.296461538461543,8.442780723076924,5.434615384615384,29.484615384615385,146.76153846153846,3.038461538461538,47.0,9.538461538461538,18.973076923076924,23.23076923076923,31.076923076923077,11.0,-91.0,-72.181816,-40.0,4.846153846153846,-88.0,-81.38095292307693,-69.61538461538461,24.01153846153846,21.057692307692307,3.8949640542660497,12.692307692307692,-80.0,-80.0,18.115287366300215,51.0,-85.07692307692308,-88.0,18.384615384615383
Indoor,2.5357142857142856,20.09539285714286,1.9951180214285718,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,17.571428571428573,-97.60714285714286,-80.02888214285713,-61.0,4.857142857142857,-80.35714285714286,-70.60714285714286,-55.07142857142857,0.0,0.0,0.0,0.0,-84.14285714285714,-61.0,13.84667642688005,36.607142857142854,-73.60714285714286,-80.35714285714286,25.285714285714285
Indoor,4.0,729.6405714285715,1.364251797142857,0.0,0.0,0.0,0.0,37.05714285714286,0.0,0.0,0.0,0.0,44.285714285714285,-99.71428571428571,-83.85165737142857,-37.0,7.0,-82.0,-71.28571000000001,-60.0,0.0,0.0,0.0,0.0,-88.44285714285714,-93.0,15.232658024692192,62.714285714285715,-71.0,-71.0,22.0
Indoor,4.0,28.172966666666664,4.191911643333332,3.2633333333333345,40.476666666666674,151.83666666666664,2.3466666666666667,47.0,17.9,15.639999999999999,22.9,33.733333333333334,7.8,-95.26666666666667,-76.89768400000001,-25.0,13.3,-92.23333333333333,-81.91008433333333,-68.03333333333333,23.60833333333333,19.759999999999998,5.1596330366274685,18.659999999999993,-88.53333333333333,-91.53333333333333,27.436937843659216,70.26666666666667,-84.73333333333333,-84.63333333333334,24.2
Indoor,4.0,31.919379310344826,3.9032593862068965,2.417241379310345,19.658620689655177,153.0344827586207,1.1517241379310343,47.0,22.724137931034484,16.686206896551724,25.724137931034484,38.0,33.206896551724135,-100.0,-88.79898958620687,-41.0,5.0,-81.0,-70.20000000000002,-42.0,25.970689655172414,22.900000000000002,6.000798717207137,21.46896551724138,-93.12068965517241,-95.93103448275862,13.57879393634895,59.0,-76.0,-76.0,39.0
Indoor,3.0,14.166333333333334,11.186849037037033,17.511111111111113,47.81481481481482,101.52222222222224,2.311111111111111,48.2962962962963,3.4444444444444446,12.837037037037033,18.185185185185187,20.962962962962962,9.407407407407407,-96.96296296296296,-82.23466414814817,-44.0,4.2592592592592595,-94.18518518518519,-80.6349205925926,-68.70370370370371,15.072222222222225,13.140740740740739,1.72015115454829,3.7111111111111112,-90.44444444444444,-94.0,19.467936276824975,52.96296296296296,-77.66666666666667,-86.85185185185185,25.48148148148148
Indoor,4.0,289.3264,3.6156897960000003,0.0,0.0,0.0,0.0,48.88,0.0,0.0,0.0,0.0,2.8,-76.0,-59.223333440000005,-45.56,5.76,-87.72,-81.2545448,-67.72,0.0,0.0,0.0,0.0,-57.28,-76.0,18.590809138278896,30.44,-83.68,-87.72,20.0
Indoor,2.357142857142857,16.029928571428574,1.5722603071428576,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,20.285714285714285,-98.0,-81.65484714285712,-38.285714285714285,13.0,-81.0,-71.53846,-61.0,0.0,0.0,0.0,0.0,-85.53571428571429,-96.0,16.321340462135293,59.714285714285715,-73.0,-81.0,20.0
Indoor,3.8275862068965516,19.20775862068966,2.242015965517241,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,8.758620689655173,-87.0,-65.78534758620691,-48.0,3.2413793103448274,-75.48275862068965,-68.6448275862069,-63.724137931034484,0.0,0.0,0.0,0.0,-64.08620689655173,-77.0,12.713837530167027,39.0,-66.87931034482759,-75.48275862068965,11.758620689655173
Indoor,3.2758620689655173,39.09310344827586,5.069506931034483,3.810344827586206,25.117241379310347,146.2551724137931,2.341379310344828,46.03448275862069,15.586206896551724,16.682758620689654,23.413793103448278,31.96551724137931,34.3448275862069,-99.51724137931035,-85.88873879310344,-48.0,5.0,-81.0,-70.20000000000002,-42.0,24.17758620689655,20.858620689655172,4.882503769060301,15.837931034482759,-88.96551724137932,-93.0,12.638551826450856,51.51724137931034,-76.0,-76.0,39.0
Indoor,3.0,203.29000000000002,12.256197,4.625,33.60000000000001,146.18,2.6700000000000004,43.0,12.05,15.949999999999998,20.75,31.05,4.0,-96.0,-78.5166664,-48.0,2.5,-92.8,-90.3166664,-87.7,20.597500000000004,16.494999999999997,4.607954548652332,15.414999999999997,-90.9,-94.05,25.60759851444093,48.0,-90.45,-92.0,5.1
Indoor,2.5172413793103448,14.665103448275863,1.4007245620689661,0.296551724137931,1.7620689655172415,2.262068965517241,0.07586206896551725,37.275862068965516,0.13793103448275862,0.6206896551724138,0.7241379310344828,0.8620689655172413,98.86206896551724,-101.0,-82.26389196551726,-48.0,16.896551724137932,-89.96551724137932,-73.50378965517241,-55.48275862068966,0.75,0.6206896551724138,0.10994900269947695,0.2655172413793103,-84.56896551724138,-86.6896551724138,10.723314341256275,53.0,-76.08620689655173,-63.206896551724135,34.48275862068966
Indoor,4.0,58.493103448275875,12.806501862068963,3.331034482758621,16.372413793103444,139.7793103448276,1.4344827586206899,49.41379310344828,15.0,14.63448275862069,21.344827586206897,31.517241379310345,13.89655172413793,-99.0,-83.4412415862069,-38.0,3.689655172413793,-92.3103448275862,-84.37930951724138,-76.37931034482759,21.436206896551727,16.779310344827586,5.075873858230059,16.951724137931034,-92.67241379310344,-94.0,20.25883371310248,61.0,-83.84482758620689,-92.3103448275862,15.931034482758621
Indoor,2.764705882352941,20.128784313725493,2.4940624156862747,11.33137254901961,43.823529411764696,72.74705882352941,3.9137254901960783,43.3921568627451,3.0,10.333333333333334,14.549019607843137,17.784313725490197,45.05882352941177,-98.86274509803921,-85.03644550980395,-50.0,3.4705882352941178,-74.74509803921569,-73.24836580392157,-70.80392156862744,12.78921568627451,10.511764705882353,2.3902489918261836,5.4411764705882355,-89.75490196078431,-93.3529411764706,12.526577298127485,48.86274509803921,-74.11764705882354,-74.74509803921569,3.9411764705882355
Indoor,3.0,43.191764705882356,3.3702147794117643,4.211764705882352,71.1470588235294,156.60882352941172,2.8382352941176467,46.0,10.529411764705882,19.035294117647055,24.941176470588236,32.5,14.529411764705882,-100.52941176470588,-85.20473370588235,-65.1470588235294,9.117647058823529,-85.79411764705883,-78.56554588235294,-73.5,25.222058823529412,19.341176470588234,4.927555838420044,14.026470588235293,-88.69117647058823,-92.3529411764706,11.774291703014015,35.38235294117647,-77.26470588235294,-76.67647058823529,12.294117647058824
Indoor,4.0,16.01837931034483,5.469537862068964,28.186206896551727,85.74482758620691,117.70344827586209,2.127586206896552,46.93103448275862,4.482758620689655,7.5103448275862075,20.137931034482758,23.24137931034483,63.58620689655172,-100.0,-88.08569465517242,-53.0,35.62068965517241,-92.72413793103448,-77.05764586206898,-61.58620689655172,8.579310344827586,7.5103448275862075,1.1880884096978508,2.396551724137931,-91.10344827586206,-94.58620689655173,10.336245634463276,47.0,-75.72413793103448,-75.20689655172414,31.137931034482758
Indoor,1.9285714285714286,22.792678571428578,1.8881684464285715,0.0,0.0,0.0,0.0,22.857142857142858,0.0,0.0,0.0,0.0,38.607142857142854,-99.92857142857143,-88.66057371428573,-48.0,2.0,-85.0,-84.5,-84.0,0.0,0.0,0.0,0.0,-92.96428571428571,-96.64285714285714,12.117508963279084,51.92857142857143,-84.5,-85.0,1.0
Indoor,2.2222222222222223,14.901370370370367,1.8828104851851852,0.0,0.0,0.0,0.0,21.555555555555557,0.0,0.0,0.0,0.0,7.296296296296297,-94.0,-80.77248777777778,-65.0,16.22222222222222,-90.22222222222223,-80.88888777777777,-70.66666666666667,0.0,0.0,0.0,0.0,-82.44444444444444,-94.0,10.076418640364976,29.0,-83.05555555555556,-87.11111111111111,19.555555555555557
Indoor,1.9411764705882353,40.32699999999999,5.211899335294117,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,6.176470588235294,-97.0,-78.37310823529411,-40.0,5.176470588235294,-87.41176470588235,-76.95588235294117,-69.41176470588235,0.0,0.0,0.0,0.0,-90.11764705882354,-97.0,26.565483511419227,57.0,-73.58823529411765,-74.47058823529412,18.0
Indoor,2.1724137931034484,38.555896551724146,3.500958117241379,4.317241379310345,33.77241379310345,163.1310344827586,2.217241379310345,45.0,17.24137931034483,15.848275862068967,22.862068965517242,31.896551724137932,8.172413793103448,-101.0,-84.9633306896552,-59.0,24.0,-91.0,-82.5,-73.0,23.448275862068964,19.658620689655177,4.483325661872929,16.362068965517242,-91.22413793103448,-96.86206896551724,15.650367120562235,42.0,-85.0,-91.0,18.0
Indoor,1.25,17.646749999999997,1.6200117821428575,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,32.607142857142854,-99.0,-82.05616092857144,-44.0,26.678571428571427,-87.75,-71.46079678571427,-51.107142857142854,0.0,0.0,0.0,0.0,-84.55357142857143,-96.0,15.460302911610755,55.0,-67.44642857142857,-78.92857142857143,36.642857142857146
Indoor,2.6785714285714284,27.342857142857145,4.869869785714285,2.464285714285714,34.346428571428575,66.80357142857143,0.8821428571428571,42.42857142857143,3.392857142857143,7.764285714285714,9.892857142857142,12.571428571428571,12.642857142857142,-98.14285714285714,-84.1150479285714,-44.0,5.928571428571429,-87.14285714285714,-75.41632607142857,-65.10714285714286,10.419642857142858,8.385714285714284,1.8404401526639407,5.017857142857143,-89.57142857142857,-96.85714285714286,15.275136688309926,54.142857142857146,-74.35714285714286,-80.71428571428571,22.035714285714285
Indoor,3.0,12.694769230769234,5.094566534615385,0.0,0.0,0.0,0.0,25.076923076923077,0.0,0.0,0.0,0.0,36.42307692307692,-100.65384615384616,-84.5519655,-46.0,50.0,-91.0,-73.46000000000001,-55.0,0.0,0.0,0.0,0.0,-87.71153846153847,-94.0,12.75103363584811,54.65384615384615,-74.0,-74.0,36.0
Indoor,4.0,18.90205714285714,2.1157779685714284,3.6885714285714286,25.434285714285714,154.18857142857144,1.6285714285714286,48.0,20.057142857142857,16.037142857142857,24.514285714285716,35.08571428571429,9.057142857142857,-98.0,-81.22732197142858,-49.8,11.371428571428572,-89.05714285714286,-81.43852114285716,-70.65714285714286,24.7,19.665714285714284,5.870999106426269,19.434285714285714,-87.2,-88.25714285714285,17.254712429496568,48.2,-81.14285714285714,-89.05714285714286,18.4
Indoor,3.506666666666667,13.842400000000001,1.041930724,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,11.226666666666667,-98.97333333333333,-86.91330886666667,-61.0,19.56,-86.4,-72.359674,-56.08,0.0,0.0,0.0,0.0,-93.44666666666667,-96.45333333333333,13.357065791531644,37.973333333333336,-72.8,-84.72,30.32
